id;resi;nama_penerima;alamat_tujuan;kota_asal;kota_tujuan;berat;biaya;status;id_layanan;id_klasifikasi;id_kurir;created_at
488;SWF-20260208-0488;Rahmat Hidayat;Jl. Kenanga No. 24;Tangerang;Depok;13.013333;155133.333333;terkirim;1;2;4;2026-02-08 13:18:14
489;SWF-20260208-0489;Siti Rahma;Jl. Ahmad Yani No. 77;Bogor;Tangerang;11.678333;141783.333333;terkirim;1;2;6;2026-02-08 19:15:34
490;SWF-20260210-0490;Toni Hermanto;Jl. Mangga Dua No. 145;Bandung;Tangerang;12.768000;280360.000000;terkirim;2;2;6;2026-02-10 12:39:55
491;SWF-20260210-0491;Lestari Wulandari;Jl. Flamboyan No. 58;Surabaya;Yogyakarta;27.168167;296681.666667;terkirim;1;2;5;2026-02-10 16:42:28
492;SWF-20260210-0492;Siti Rahma;Jl. Diponegoro No. 77;Jakarta Barat;Bandung;8.021333;80213.333333;terkirim;1;1;6;2026-02-10 18:46:42
493;SWF-20260210-0493;Eko Prasetyo;Jl. Mangga Dua No. 91;Depok;Surabaya;2.960000;29600.000000;terkirim;1;1;6;2026-02-10 21:48:03
494;SWF-20260211-0494;Sari Indah;Jl. Gatot Subroto No. 107;Yogyakarta;Depok;37.966667;1428833.333333;terkirim;3;3;4;2026-02-11 06:53:30
495;SWF-20260211-0495;Dian Sasmita;Jl. Mangga Dua No. 28;Tangerang;Bandung;1.200000;12000.000000;terkirim;1;1;4;2026-02-11 10:06:15
496;SWF-20260211-0496;Sri Wahyuni;Jl. Kamboja No. 78;Bandung;Surabaya;26.880000;293800.000000;terkirim;1;2;4;2026-02-11 10:43:00
497;SWF-20260211-0497;Roni Wijaya;Jl. Merdeka No. 54;Bogor;Yogyakarta;12.133333;267666.666667;terkirim;2;2;5;2026-02-11 17:07:13
498;SWF-20260211-0498;Budi Santoso;Jl. Ahmad Yani No. 43;Jakarta Timur;Semarang;55.440000;654400.000000;terkirim;1;3;6;2026-02-11 17:11:50
499;SWF-20260212-0499;Sri Wahyuni;Jl. Sudirman No. 86;Jakarta Pusat;Jakarta Timur;49.822500;1843787.500000;terkirim;3;3;5;2026-02-12 17:00:30
500;SWF-20260212-0500;Dian Sasmita;Jl. Kamboja No. 60;Yogyakarta;Jakarta Pusat;9.856000;344960.000000;terkirim;3;1;4;2026-02-12 17:35:13
501;SWF-20260213-0501;Toni Hermanto;Jl. Mawar No. 115;Yogyakarta;Tangerang;2.760000;55200.000000;terkirim;2;1;5;2026-02-13 05:10:03
502;SWF-20260213-0502;Maya Kartika;Jl. Melati No. 120;Jakarta Timur;Bekasi;34.692000;377536.000000;terkirim;4;3;6;2026-02-13 12:30:04
503;SWF-20260213-0503;Toni Hermanto;Jl. Diponegoro No. 45;Jakarta Barat;Jakarta Timur;16.632000;158056.000000;terkirim;4;2;4;2026-02-13 13:55:28
504;SWF-20260213-0504;Andi Pratama;Jl. Mawar No. 41;Jakarta Timur;Bandung;2.226000;17808.000000;terkirim;4;1;6;2026-02-13 23:31:24
505;SWF-20260214-0505;Toni Hermanto;Jl. Mangga Dua No. 88;Semarang;Bekasi;3.190000;31900.000000;terkirim;1;1;4;2026-02-14 07:09:53
506;SWF-20260214-0506;Dian Sasmita;Jl. Ahmad Yani No. 144;Jakarta Pusat;Bandung;2.970833;59416.666667;terkirim;2;1;4;2026-02-14 13:28:48
507;SWF-20260214-0507;Toni Hermanto;Jl. Ahmad Yani No. 40;Surabaya;Bekasi;5.850000;117000.000000;terkirim;2;1;5;2026-02-14 13:54:58
508;SWF-20260215-0508;Hendra Wijaya;Jl. Thamrin No. 22;Depok;Tangerang;24.108000;507160.000000;terkirim;2;2;6;2026-02-15 01:57:58
509;SWF-20260215-0509;Wati Kurnia;Jl. Cempaka No. 118;Karawang;Yogyakarta;8.008000;160160.000000;sampai_tujuan;2;1;4;2026-02-15 15:08:13
510;SWF-20260215-0510;Lestari Wulandari;Jl. Melati No. 103;Semarang;Jakarta Timur;11.050000;135500.000000;terkirim;1;2;6;2026-02-15 21:05:59
511;SWF-20260215-0511;Wati Kurnia;Jl. Kenanga No. 142;Depok;Semarang;4.950000;173250.000000;terkirim;3;1;6;2026-02-15 23:01:01
512;SWF-20260216-0512;Roni Wijaya;Jl. Flamboyan No. 89;Semarang;Surabaya;17.080000;195800.000000;terkirim;1;2;6;2026-02-16 02:41:52
513;SWF-20260216-0513;Gita Saraswati;Jl. Raya Bogor No. 55;Jakarta Selatan;Bandung;49.653333;1837866.666667;terkirim;3;3;6;2026-02-16 05:41:26
514;SWF-20260216-0514;Maya Kartika;Jl. Mangga Dua No. 62;Semarang;Depok;18.944000;214440.000000;terkirim;1;2;5;2026-02-16 10:47:06
515;SWF-20260216-0515;Agus Setiawan;Jl. Flamboyan No. 77;Bandung;Semarang;6.006667;120133.333333;terkirim;2;1;6;2026-02-16 15:34:21
516;SWF-20260217-0516;Hendra Wijaya;Jl. Diponegoro No. 97;Karawang;Semarang;8.015500;160310.000000;sampai_tujuan;2;1;5;2026-02-17 11:48:36
517;SWF-20260217-0517;Wati Kurnia;Jl. Cempaka No. 21;Jakarta Selatan;Jakarta Pusat;19.413333;413266.666667;terkirim;2;2;4;2026-02-17 19:34:47
518;SWF-20260218-0518;Hadi Sunyoto;Jl. Kenanga No. 68;Bandung;Bogor;50.688000;505504.000000;terkirim;4;3;4;2026-02-18 14:07:15
519;SWF-20260218-0519;Eko Prasetyo;Jl. Diponegoro No. 132;Karawang;Jakarta Selatan;29.353333;318533.333333;terkirim;1;2;4;2026-02-18 16:05:35
520;SWF-20260218-0520;Wati Kurnia;Jl. Ahmad Yani No. 31;Bekasi;Surabaya;8.930000;178600.000000;terkirim;2;1;5;2026-02-18 19:32:38
521;SWF-20260219-0521;Toni Hermanto;Jl. Merdeka No. 37;Jakarta Timur;Surabaya;8.232000;288120.000000;terkirim;3;1;4;2026-02-19 19:12:30
522;SWF-20260219-0522;Gita Saraswati;Jl. Mawar No. 18;Jakarta Pusat;Bogor;38.848833;1459709.166667;terkirim;3;3;5;2026-02-19 22:47:15
523;SWF-20260220-0523;Eko Prasetyo;Jl. Flamboyan No. 115;Jakarta Timur;Semarang;11.067000;113536.000000;terkirim;4;2;5;2026-02-20 07:54:34
524;SWF-20260221-0524;Andi Pratama;Jl. Gatot Subroto No. 43;Yogyakarta;Jakarta Pusat;4.083333;81666.666667;terkirim;2;1;6;2026-02-21 02:56:44
525;SWF-20260221-0525;Roni Wijaya;Jl. Kamboja No. 129;Jakarta Pusat;Jakarta Timur;5.148000;180180.000000;terkirim;3;1;4;2026-02-21 03:30:14
526;SWF-20260221-0526;Dian Sasmita;Jl. Melati No. 103;Bandung;Jakarta Pusat;7.632000;61056.000000;terkirim;4;1;5;2026-02-21 09:23:16
527;SWF-20260221-0527;Rahmat Hidayat;Jl. Ahmad Yani No. 26;Karawang;Jakarta Timur;7.084000;247940.000000;sampai_tujuan;3;1;4;2026-02-21 12:37:18
528;SWF-20260222-0528;Dewi Lestari;Jl. Sudirman No. 84;Jakarta Timur;Jakarta Pusat;8.024000;80240.000000;terkirim;1;1;4;2026-02-22 02:43:44
529;SWF-20260222-0529;Agus Setiawan;Jl. Sudirman No. 52;Jakarta Barat;Surabaya;36.500000;392000.000000;terkirim;4;3;5;2026-02-22 04:19:47
530;SWF-20260222-0530;Wati Kurnia;Jl. Gatot Subroto No. 124;Jakarta Pusat;Bogor;3.432000;34320.000000;terkirim;1;1;6;2026-02-22 10:15:58
531;SWF-20260222-0531;Wati Kurnia;Jl. Flamboyan No. 22;Surabaya;Karawang;9.576000;191520.000000;terkirim;2;1;6;2026-02-22 13:00:38
532;SWF-20260223-0532;Eko Prasetyo;Jl. Raya Bogor No. 43;Jakarta Pusat;Jakarta Selatan;21.868000;199944.000000;terkirim;4;2;6;2026-02-23 04:48:39
533;SWF-20260224-0533;Gita Saraswati;Jl. Gatot Subroto No. 77;Jakarta Selatan;Bogor;5.062500;40500.000000;terkirim;4;1;6;2026-02-24 03:50:02
534;SWF-20260224-0534;Andi Pratama;Jl. Flamboyan No. 70;Jakarta Barat;Yogyakarta;16.218000;154744.000000;terkirim;4;2;5;2026-02-24 15:05:17
535;SWF-20260225-0535;Toni Hermanto;Jl. Merdeka No. 3;Surabaya;Jakarta Timur;44.640000;546400.000000;terkirim;1;3;6;2026-02-25 05:34:07
536;SWF-20260225-0536;Agus Setiawan;Jl. Mawar No. 97;Bandung;Bekasi;3.461333;34613.333333;terkirim;1;1;5;2026-02-25 22:48:01
537;SWF-20260225-0537;Budi Santoso;Jl. Mangga Dua No. 92;Jakarta Barat;Jakarta Selatan;11.856000;119848.000000;terkirim;4;2;4;2026-02-25 22:56:55
538;SWF-20260226-0538;Budi Santoso;Jl. Kebon Jeruk No. 102;Jakarta Selatan;Bekasi;27.910333;583206.666667;terkirim;2;2;6;2026-02-26 14:25:26
539;SWF-20260227-0539;Siti Rahma;Jl. Gatot Subroto No. 33;Depok;Surabaya;22.230000;469600.000000;terkirim;2;2;4;2026-02-27 05:27:25
540;SWF-20260227-0540;Budi Santoso;Jl. Cempaka No. 14;Bekasi;Bogor;11.625000;118000.000000;terkirim;4;2;5;2026-02-27 09:09:14
541;SWF-20260227-0541;Andi Pratama;Jl. Cempaka No. 137;Bogor;Bekasi;3.400000;119000.000000;terkirim;3;1;6;2026-02-27 22:06:56
542;SWF-20260228-0542;Joko Susilo;Jl. Kebon Jeruk No. 43;Bekasi;Depok;0.858000;6864.000000;terkirim;4;1;4;2026-02-28 02:07:41
543;SWF-20260228-0543;Agus Setiawan;Jl. Kamboja No. 62;Bekasi;Jakarta Pusat;26.346667;288466.666667;sampai_tujuan;1;2;6;2026-02-28 07:08:57
544;SWF-20260302-0544;Eko Prasetyo;Jl. Ahmad Yani No. 22;Jakarta Pusat;Jakarta Selatan;8.700000;174000.000000;terkirim;2;1;5;2026-03-02 02:51:28
545;SWF-20260302-0545;Wati Kurnia;Jl. Gatot Subroto No. 27;Surabaya;Jakarta Pusat;7.269333;58154.666667;terkirim;4;1;6;2026-03-02 12:09:49
546;SWF-20260303-0546;Dian Sasmita;Jl. Merdeka No. 117;Tangerang;Karawang;12.437333;149373.333333;terkirim;1;2;6;2026-03-03 00:43:49
547;SWF-20260303-0547;Budi Santoso;Jl. Gatot Subroto No. 50;Bandung;Jakarta Timur;28.875000;256000.000000;terkirim;4;2;6;2026-03-03 15:00:42
548;SWF-20260303-0548;Siti Rahma;Jl. Sudirman No. 16;Jakarta Timur;Bekasi;44.687500;1664062.500000;terkirim;3;3;6;2026-03-03 15:39:50
549;SWF-20260303-0549;Dian Sasmita;Jl. Melati No. 75;Bekasi;Jakarta Pusat;6.029333;120586.666667;terkirim;2;1;6;2026-03-03 21:45:44
550;SWF-20260304-0550;Roni Wijaya;Jl. Kebon Jeruk No. 18;Bekasi;Jakarta Barat;41.860000;1565100.000000;terkirim;3;3;5;2026-03-04 09:36:32
551;SWF-20260304-0551;Eko Prasetyo;Jl. Sudirman No. 127;Jakarta Barat;Jakarta Pusat;17.043000;365860.000000;terkirim;2;2;5;2026-03-04 15:32:29
552;SWF-20260304-0552;Sri Wahyuni;Jl. Thamrin No. 2;Bekasi;Jakarta Pusat;2.264167;22641.666667;terkirim;1;1;5;2026-03-04 15:45:04
553;SWF-20260305-0553;Sari Indah;Jl. Merdeka No. 51;Jakarta Barat;Bekasi;8.714667;174293.333333;terkirim;2;1;6;2026-03-05 06:54:54
554;SWF-20260306-0554;Dewi Lestari;Jl. Mangga Dua No. 26;Jakarta Pusat;Yogyakarta;6.264000;219240.000000;terkirim;3;1;5;2026-03-06 01:41:43
555;SWF-20260306-0555;Dewi Lestari;Jl. Cempaka No. 17;Jakarta Selatan;Jakarta Barat;5.009333;40074.666667;terkirim;4;1;5;2026-03-06 04:42:12
556;SWF-20260306-0556;Dian Sasmita;Jl. Kebon Jeruk No. 138;Depok;Jakarta Timur;5.576000;195160.000000;terkirim;3;1;6;2026-03-06 06:01:32
557;SWF-20260306-0557;Rahmat Hidayat;Jl. Kamboja No. 17;Jakarta Timur;Bandung;42.037500;436300.000000;terkirim;4;3;5;2026-03-06 16:26:30
558;SWF-20260307-0558;Toni Hermanto;Jl. Kamboja No. 122;Depok;Surabaya;5.124000;102480.000000;terkirim;2;1;5;2026-03-07 05:40:18
559;SWF-20260307-0559;Wati Kurnia;Jl. Kenanga No. 147;Jakarta Timur;Tangerang;11.200000;249000.000000;terkirim;2;2;4;2026-03-07 12:42:44
560;SWF-20260307-0560;Joko Susilo;Jl. Sudirman No. 120;Karawang;Surabaya;37.877333;403018.666667;terkirim;4;3;5;2026-03-07 18:12:19
561;SWF-20260307-0561;Sri Wahyuni;Jl. Merdeka No. 46;Bogor;Jakarta Barat;7.489167;74891.666667;terkirim;1;1;6;2026-03-07 18:31:18
562;SWF-20260308-0562;Agus Setiawan;Jl. Ahmad Yani No. 19;Bekasi;Jakarta Pusat;23.963333;504266.666667;terkirim;2;2;5;2026-03-08 03:43:57
563;SWF-20260308-0563;Dian Sasmita;Jl. Diponegoro No. 140;Depok;Jakarta Pusat;19.872000;183976.000000;terkirim;4;2;6;2026-03-08 11:40:10
564;SWF-20260308-0564;Hadi Sunyoto;Jl. Diponegoro No. 102;Jakarta Barat;Depok;16.380000;156040.000000;terkirim;4;2;5;2026-03-08 12:15:31
565;SWF-20260308-0565;Wati Kurnia;Jl. Cempaka No. 54;Bogor;Karawang;3.334500;66690.000000;terkirim;2;1;6;2026-03-08 13:32:35
566;SWF-20260308-0566;Joko Susilo;Jl. Cempaka No. 109;Surabaya;Tangerang;31.824000;418240.000000;terkirim;1;3;4;2026-03-08 16:49:43
567;SWF-20260308-0567;Dian Sasmita;Jl. Kenanga No. 98;Jakarta Barat;Bogor;13.806000;301120.000000;terkirim;2;2;4;2026-03-08 20:25:14
568;SWF-20260308-0568;Dewi Lestari;Jl. Ahmad Yani No. 142;Jakarta Timur;Jakarta Pusat;5.148000;102960.000000;terkirim;2;1;5;2026-03-08 22:49:12
569;SWF-20260308-0569;Hadi Sunyoto;Jl. Gatot Subroto No. 117;Jakarta Pusat;Tangerang;4.319333;151176.666667;terkirim;3;1;5;2026-03-08 23:53:27
570;SWF-20260310-0570;Wati Kurnia;Jl. Kamboja No. 18;Tangerang;Jakarta Barat;7.644000;61152.000000;terkirim;4;1;6;2026-03-10 00:37:31
571;SWF-20260310-0571;Hendra Wijaya;Jl. Kebon Jeruk No. 129;Yogyakarta;Surabaya;17.850000;203500.000000;terkirim;1;2;5;2026-03-10 00:39:51
572;SWF-20260310-0572;Hadi Sunyoto;Jl. Melati No. 146;Bogor;Karawang;3.622500;126787.500000;terkirim;3;1;5;2026-03-10 12:00:17
573;SWF-20260310-0573;Dewi Lestari;Jl. Cempaka No. 64;Jakarta Timur;Surabaya;43.463333;969266.666667;terkirim;2;3;6;2026-03-10 13:24:33
574;SWF-20260310-0574;Dewi Lestari;Jl. Mangga Dua No. 138;Depok;Yogyakarta;8.103000;64824.000000;terkirim;4;1;6;2026-03-10 16:08:39
575;SWF-20260310-0575;Hadi Sunyoto;Jl. Melati No. 105;Bogor;Jakarta Timur;18.648000;211480.000000;terkirim;1;2;4;2026-03-10 16:17:20
576;SWF-20260310-0576;Sri Wahyuni;Jl. Kebon Jeruk No. 102;Jakarta Pusat;Jakarta Selatan;4.536000;158760.000000;terkirim;3;1;6;2026-03-10 18:10:07
577;SWF-20260310-0577;Rahmat Hidayat;Jl. Pahlawan No. 113;Jakarta Timur;Karawang;6.975000;69750.000000;terkirim;1;1;4;2026-03-10 23:54:25
578;SWF-20260311-0578;Sri Wahyuni;Jl. Thamrin No. 20;Surabaya;Jakarta Pusat;14.036000;516260.000000;terkirim;3;2;4;2026-03-11 15:12:25
579;SWF-20260311-0579;Eko Prasetyo;Jl. Sudirman No. 134;Surabaya;Yogyakarta;11.082167;113657.333333;terkirim;4;2;6;2026-03-11 16:17:13
580;SWF-20260312-0580;Joko Susilo;Jl. Mawar No. 62;Jakarta Barat;Jakarta Selatan;1.638000;16380.000000;terkirim;1;1;4;2026-03-12 04:06:12
581;SWF-20260312-0581;Dewi Lestari;Jl. Thamrin No. 12;Tangerang;Bandung;9.970500;199410.000000;terkirim;2;1;4;2026-03-12 21:05:39
582;SWF-20260312-0582;Joko Susilo;Jl. Kebon Jeruk No. 28;Bekasi;Tangerang;3.578667;125253.333333;terkirim;3;1;5;2026-03-12 21:26:01
583;SWF-20260313-0583;Andi Pratama;Jl. Mawar No. 12;Jakarta Selatan;Depok;36.208000;462080.000000;terkirim;1;3;6;2026-03-13 01:05:41
584;SWF-20260313-0584;Dian Sasmita;Jl. Melati No. 100;Surabaya;Semarang;7.488000;262080.000000;terkirim;3;1;5;2026-03-13 11:05:45
585;SWF-20260314-0585;Maya Kartika;Jl. Flamboyan No. 98;Karawang;Yogyakarta;5.291000;105820.000000;terkirim;2;1;6;2026-03-14 03:17:25
586;SWF-20260314-0586;Wati Kurnia;Jl. Pahlawan No. 21;Jakarta Pusat;Jakarta Barat;32.594500;751890.000000;terkirim;2;3;5;2026-03-14 18:12:59
587;SWF-20260314-0587;Dian Sasmita;Jl. Flamboyan No. 85;Jakarta Timur;Bekasi;9.500000;76000.000000;terkirim;4;1;5;2026-03-14 23:08:45
588;SWF-20260315-0588;Joko Susilo;Jl. Kebon Jeruk No. 139;Jakarta Pusat;Yogyakarta;15.060667;552123.333333;terkirim;3;2;5;2026-03-15 00:11:41
589;SWF-20260315-0589;Rahmat Hidayat;Jl. Kebon Jeruk No. 14;Surabaya;Jakarta Timur;3.276000;65520.000000;terkirim;2;1;6;2026-03-15 02:44:07
590;SWF-20260315-0590;Wati Kurnia;Jl. Flamboyan No. 80;Jakarta Timur;Semarang;15.306667;331133.333333;terkirim;2;2;4;2026-03-15 18:36:21
591;SWF-20260315-0591;Roni Wijaya;Jl. Mangga Dua No. 124;Jakarta Selatan;Tangerang;17.980000;168840.000000;terkirim;4;2;5;2026-03-15 21:23:36
592;SWF-20260315-0592;Budi Santoso;Jl. Kenanga No. 110;Jakarta Selatan;Bekasi;30.160000;703200.000000;terkirim;2;3;5;2026-03-15 22:27:23
593;SWF-20260316-0593;Sri Wahyuni;Jl. Kamboja No. 19;Bekasi;Jakarta Timur;11.841667;261833.333333;terkirim;2;2;4;2026-03-16 02:44:10
594;SWF-20260316-0594;Wati Kurnia;Jl. Kenanga No. 96;Tangerang;Karawang;9.620333;96203.333333;terkirim;1;1;5;2026-03-16 02:56:39
595;SWF-20260316-0595;Andi Pratama;Jl. Mawar No. 131;Yogyakarta;Bogor;9.528500;76228.000000;terkirim;4;1;4;2026-03-16 06:00:51
596;SWF-20260316-0596;Budi Santoso;Jl. Diponegoro No. 67;Bandung;Bogor;8.036000;160720.000000;terkirim;2;1;4;2026-03-16 09:16:17
597;SWF-20260316-0597;Maya Kartika;Jl. Gatot Subroto No. 133;Jakarta Barat;Bogor;13.888000;511080.000000;terkirim;3;2;6;2026-03-16 13:30:49
598;SWF-20260316-0598;Wati Kurnia;Jl. Gatot Subroto No. 28;Surabaya;Bandung;11.088000;246760.000000;terkirim;2;2;5;2026-03-16 19:04:15
599;SWF-20260317-0599;Toni Hermanto;Jl. Merdeka No. 25;Jakarta Selatan;Semarang;50.935500;1882742.500000;terkirim;3;3;5;2026-03-17 00:08:22
600;SWF-20260317-0600;Siti Rahma;Jl. Kebon Jeruk No. 125;Jakarta Timur;Bandung;9.916000;198320.000000;terkirim;2;1;4;2026-03-17 06:06:45
601;SWF-20260317-0601;Wati Kurnia;Jl. Flamboyan No. 28;Surabaya;Jakarta Timur;3.133333;25066.666667;terkirim;4;1;5;2026-03-17 13:42:39
602;SWF-20260317-0602;Joko Susilo;Jl. Kamboja No. 125;Surabaya;Jakarta Selatan;1.371333;13713.333333;terkirim;1;1;6;2026-03-17 20:18:10
603;SWF-20260318-0603;Budi Santoso;Jl. Kenanga No. 134;Semarang;Depok;44.520000;456160.000000;terkirim;4;3;5;2026-03-18 09:36:06
604;SWF-20260318-0604;Yanto Sukarno;Jl. Kenanga No. 97;Bandung;Jakarta Pusat;10.486667;129866.666667;terkirim;1;2;6;2026-03-18 16:02:28
605;SWF-20260318-0605;Agus Setiawan;Jl. Mangga Dua No. 64;Bekasi;Karawang;54.250000;1185000.000000;terkirim;2;3;6;2026-03-18 17:51:53
606;SWF-20260318-0606;Lestari Wulandari;Jl. Flamboyan No. 60;Bandung;Bogor;10.980000;112840.000000;terkirim;4;2;6;2026-03-18 20:09:07
607;SWF-20260319-0607;Dian Sasmita;Jl. Kebon Jeruk No. 37;Karawang;Surabaya;4.489333;35914.666667;terkirim;4;1;5;2026-03-19 16:53:48
608;SWF-20260320-0608;Agus Setiawan;Jl. Kamboja No. 139;Jakarta Barat;Depok;4.014500;40145.000000;terkirim;1;1;6;2026-03-20 21:48:09
609;SWF-20260321-0609;Andi Pratama;Jl. Pahlawan No. 66;Surabaya;Bogor;8.775000;70200.000000;terkirim;4;1;6;2026-03-21 05:17:01
610;SWF-20260321-0610;Rahmat Hidayat;Jl. Melati No. 97;Yogyakarta;Semarang;24.505000;515100.000000;terkirim;2;2;4;2026-03-21 10:02:47
611;SWF-20260322-0611;Lestari Wulandari;Jl. Kebon Jeruk No. 30;Bandung;Bekasi;12.566667;150666.666667;terkirim;1;2;4;2026-03-22 03:48:31
612;SWF-20260322-0612;Lestari Wulandari;Jl. Mawar No. 33;Karawang;Yogyakarta;8.740000;87400.000000;terkirim;1;1;5;2026-03-22 04:03:39
613;SWF-20260322-0613;Toni Hermanto;Jl. Flamboyan No. 38;Bandung;Depok;3.266667;114333.333333;terkirim;3;1;6;2026-03-22 04:56:47
614;SWF-20260322-0614;Roni Wijaya;Jl. Kamboja No. 75;Yogyakarta;Tangerang;4.272667;85453.333333;terkirim;2;1;4;2026-03-22 15:42:19
615;SWF-20260322-0615;Sri Wahyuni;Jl. Raya Bogor No. 41;Jakarta Pusat;Bandung;33.920000;371360.000000;terkirim;4;3;5;2026-03-22 21:58:15
616;SWF-20260323-0616;Hendra Wijaya;Jl. Raya Bogor No. 50;Yogyakarta;Karawang;5.720000;200200.000000;terkirim;3;1;6;2026-03-23 00:32:16
617;SWF-20260323-0617;Dewi Lestari;Jl. Diponegoro No. 114;Yogyakarta;Bogor;7.896000;157920.000000;terkirim;2;1;4;2026-03-23 06:20:18
618;SWF-20260323-0618;Maya Kartika;Jl. Ahmad Yani No. 38;Tangerang;Bogor;1.932333;67631.666667;terkirim;3;1;4;2026-03-23 07:48:57
619;SWF-20260323-0619;Lestari Wulandari;Jl. Cempaka No. 39;Surabaya;Semarang;5.835667;58356.666667;terkirim;1;1;5;2026-03-23 10:48:48
620;SWF-20260323-0620;Sri Wahyuni;Jl. Gatot Subroto No. 119;Surabaya;Tangerang;28.215000;307150.000000;terkirim;1;2;4;2026-03-23 22:21:32
621;SWF-20260324-0621;Hadi Sunyoto;Jl. Pahlawan No. 6;Bandung;Surabaya;11.715000;259300.000000;terkirim;2;2;5;2026-03-24 01:23:25
622;SWF-20260324-0622;Siti Rahma;Jl. Ahmad Yani No. 84;Jakarta Selatan;Semarang;26.169000;286690.000000;terkirim;1;2;6;2026-03-24 05:08:38
623;SWF-20260324-0623;Maya Kartika;Jl. Ahmad Yani No. 54;Surabaya;Jakarta Selatan;1.815000;14520.000000;terkirim;4;1;4;2026-03-24 05:29:38
624;SWF-20260324-0624;Dewi Lestari;Jl. Gatot Subroto No. 144;Depok;Jakarta Pusat;6.166667;215833.333333;terkirim;3;1;6;2026-03-24 22:22:18
625;SWF-20260325-0625;Hendra Wijaya;Jl. Sudirman No. 133;Semarang;Depok;23.166000;210328.000000;terkirim;4;2;5;2026-03-25 01:32:59
626;SWF-20260325-0626;Hadi Sunyoto;Jl. Kebon Jeruk No. 26;Surabaya;Jakarta Pusat;3.173333;63466.666667;terkirim;2;1;4;2026-03-25 04:14:25
627;SWF-20260325-0627;Andi Pratama;Jl. Diponegoro No. 109;Jakarta Selatan;Bandung;17.458000;374160.000000;terkirim;2;2;5;2026-03-25 05:47:04
628;SWF-20260325-0628;Siti Rahma;Jl. Kebon Jeruk No. 19;Surabaya;Semarang;14.212000;309240.000000;terkirim;2;2;4;2026-03-25 08:08:54
629;SWF-20260325-0629;Dian Sasmita;Jl. Pahlawan No. 20;Depok;Jakarta Selatan;24.960000;224680.000000;terkirim;4;2;5;2026-03-25 09:21:32
630;SWF-20260325-0630;Andi Pratama;Jl. Diponegoro No. 58;Depok;Jakarta Pusat;8.081333;64650.666667;terkirim;4;1;4;2026-03-25 13:22:21
631;SWF-20260326-0631;Agus Setiawan;Jl. Mawar No. 147;Depok;Bandung;2.581333;51626.666667;terkirim;2;1;5;2026-03-26 18:32:24
632;SWF-20260326-0632;Dian Sasmita;Jl. Kenanga No. 123;Bandung;Jakarta Timur;5.912500;118250.000000;terkirim;2;1;4;2026-03-26 23:43:49
633;SWF-20260327-0633;Andi Pratama;Jl. Sudirman No. 95;Yogyakarta;Jakarta Barat;23.562000;213496.000000;terkirim;4;2;5;2026-03-27 10:55:23
634;SWF-20260327-0634;Hadi Sunyoto;Jl. Pahlawan No. 79;Surabaya;Jakarta Selatan;25.316667;278166.666667;terkirim;1;2;4;2026-03-27 10:55:35
635;SWF-20260327-0635;Maya Kartika;Jl. Sudirman No. 22;Yogyakarta;Depok;10.706667;110653.333333;terkirim;4;2;6;2026-03-27 22:48:22
636;SWF-20260328-0636;Hadi Sunyoto;Jl. Ahmad Yani No. 104;Jakarta Pusat;Surabaya;3.626667;126933.333333;terkirim;3;1;6;2026-03-28 08:11:40
637;SWF-20260328-0637;Dewi Lestari;Jl. Pahlawan No. 45;Jakarta Selatan;Tangerang;18.562500;210625.000000;terkirim;1;2;5;2026-03-28 08:38:51
638;SWF-20260328-0638;Lestari Wulandari;Jl. Pahlawan No. 139;Semarang;Jakarta Selatan;26.696000;959360.000000;terkirim;3;2;4;2026-03-28 16:24:30
639;SWF-20260328-0639;Hadi Sunyoto;Jl. Sudirman No. 119;Bandung;Bogor;1.558333;12466.666667;terkirim;4;1;5;2026-03-28 19:07:05
640;SWF-20260328-0640;Dewi Lestari;Jl. Kenanga No. 91;Jakarta Pusat;Jakarta Timur;27.300000;298000.000000;terkirim;1;2;6;2026-03-28 20:31:17
641;SWF-20260329-0641;Budi Santoso;Jl. Diponegoro No. 65;Jakarta Barat;Karawang;27.360000;982600.000000;terkirim;3;2;4;2026-03-29 12:22:31
642;SWF-20260329-0642;Eko Prasetyo;Jl. Thamrin No. 36;Bekasi;Semarang;5.958333;119166.666667;terkirim;2;1;4;2026-03-29 19:33:26
643;SWF-20260330-0643;Wati Kurnia;Jl. Melati No. 9;Jakarta Timur;Yogyakarta;18.223333;207233.333333;terkirim;1;2;5;2026-03-30 06:26:44
644;SWF-20260330-0644;Sri Wahyuni;Jl. Kenanga No. 34;Jakarta Selatan;Jakarta Timur;1.508000;52780.000000;terkirim;3;1;4;2026-03-30 09:14:03
645;SWF-20260330-0645;Lestari Wulandari;Jl. Cempaka No. 3;Tangerang;Karawang;25.944000;284440.000000;terkirim;1;2;5;2026-03-30 15:03:43
646;SWF-20260330-0646;Joko Susilo;Jl. Mangga Dua No. 30;Depok;Semarang;15.306667;147453.333333;terkirim;4;2;4;2026-03-30 17:21:34
647;SWF-20260331-0647;Siti Rahma;Jl. Pahlawan No. 31;Jakarta Timur;Bogor;3.570000;71400.000000;terkirim;2;1;4;2026-03-31 02:48:49
648;SWF-20260331-0648;Sri Wahyuni;Jl. Cempaka No. 135;Depok;Semarang;13.091000;129728.000000;terkirim;4;2;4;2026-03-31 15:58:17
